user,btc_blocks,fraction
0xa92b3c7663ab7b589fa7ce7f63c52e283952bd9c,5266575.845912742,0.0018561412566535753
0xddfe74f671f6546f49a6d20909999cfe5f09ad78,5170285.846531261,0.0018222050055324943
0xae0f77c239f72da36d4da20a4bbdaae4ca48e03f,5114240.8164850455,0.0018024526093755296
0x7a759a170c3aea65b3b373299d33bf5221785c48,5034284.797313573,0.0017742730729472958
0x7858267c70a407d7105fb12a2eddc2feda90ef4e,5029182.285558993,0.0017724747541045915
0x70e76a2090170a1ce5bb7324830f08b32eb2c0a3,4940569.254735094,0.001741244158134536
0x26ed116fcbfbeb9ab12ad8abe1c4e088192bae30,4939678.147760437,0.0017409300982086668
0xe3292ce7cbbb9b4b81119d638abaa2519e7a02ac,4916162.434281334,0.0017326422680804666
0x1270e5a6b9900db3c5b661da65aa6942bdc9e727,4779125.958603766,0.0016843454119041825
0xb115aff9ce430fef6fcde91099a377795a4319bf,4747088.202223679,0.001673054090345822
0xedc66382f1e7fe11c259761cbddbdcb995bf472e,4736640.365681199,0.0016693718761298586
0x68c6cf7a28d3d1152d1a7e0ebad23dea3bc3d70c,4636127.847003602,0.0016339474489145097
0x97f5a96da453938d8cd0e35f3be207ca8e9e15b6,4629230.718425552,0.0016315166389763791
0x6ea2608f3685ea5a5865edc5edfeb5d0d44eebe4,4620029.417964909,0.0016282737513963741
0x0f2f9599c19cddd869d0bbf7bc3bfe354dd5b40a,4468919.974940259,0.0015750170472921942
0xee1e33029c2104993e4536be502990284e77080d,4338461.107318277,0.001529038389892359
0xc25d35024dd497d3825115828994bb08d12a3aa7,4205218.618406511,0.0014820786786788063
0xbd727e172118e9e65781abf9c819d3237e459138,4182357.0175706255,0.001474021382677351
0x0e63ee1a039bcc422b1baaf65c7ae30c497d3fc8,4100154.9130633213,0.0014450502405113897
0x9f412c5e6913d34b8c6d2f39f679fd2e0cf40753,4055584.5438459385,0.0014293419504289692
0xee85f7def5e41ec44d93495ba176c1678f2c9a8b,4051490.583732895,0.0014278990834711504
0x4935b49fd587cef2b2116f99717c0a57774a83ec,4049954.9787064125,0.0014273578779655292
0x7c26c7b4187a571ba223d8fad67e6a7a00b71aff,3950330.3288681265,0.0013922463694342284
0x0305c8aa090070000ee41a82d9226482f0296e08,3910302.308599869,0.0013781389755570968
0x89e245e67348740433fbbd062457ed3378d70270,3763251.021301799,0.0013263125195857482
0x46633b491c0dd7b245f47da22855f33fa20a4e06,3732003.1075928896,0.0013152995685685382
0xfd25419ff0aa46e5d7a9173e853fa27ec9207c35,3720297.779603529,0.0013111741666300897
0xb0e83c2d71a991017e0116d58c5765abc57384af,3673614.9714364787,0.0012947213728698797
0xa5fbffec42ffbe9a43f5e2a8964bdba0901b2811,3641183.2246522484,0.001283291194136525
